index,Price
270,1114189.024390244
271,852223.7804878049
272,1130097.5609756098
273,1860725.6097560977
274,417225.6219512195
275,1092603.6585365853
276,1065140.243902439
277,824231.7073170731
278,717542.6829268293
279,1329073.1707317072
280,1323762.3170731708
281,463182.9268292683
282,843414.6341463415
283,587579.268292683
284,620585.3658536585
285,1411115.8536585367
286,797743.9024390244
287,1156804.8780487804
288,1320243.9024390243
289,581146.3414634146
290,1898378.0487804879
291,1734097.5609756098
292,1147640.243902439
293,1821518.2926829269
294,2071585.5609756098
295,1446067.0731707318
296,511919.2195121951
297,748140.243902439
298,1019969.512195122
299,658835.3658536585
300,942859.756097561
301,758280.487804878
302,2381939.024390244
303,384737.8048780488
304,2401475.6097560977
305,854371.9512195121
306,838859.756097561
307,797128.0487804879
308,904262.1951219512
309,639668.3536585366
310,555591.4634146341
311,675835.3658536585
312,571542.0731707317
313,2407131.7073170734
314,1021536.5853658536
315,580228.0487804879
316,640115.8536585366
317,1787329.268292683
318,1155792.6829268292
319,505042.68292682926
320,674426.8292682926
321,761837.8048780488
322,647585.3658536585
323,596983.8048780488
324,959530.487804878
325,631396.3414634146
326,397792.68292682926
327,892591.243902439
328,2859597.56097561
329,729292.6829268293
330,745987.8048780488
331,1337067.0731707318
332,902628.0487804879
333,1364134.1463414633
334,792408.5365853659
335,590658.5365853659
336,749695.1829268293
337,1328231.7073170731
338,787493.9024390244
339,1073804.8780487804
340,1295030.487804878
341,650000.0
342,1374847.5609756098
343,1525609.756097561
344,892250.0
345,664323.1707317074
346,1190554.8780487804
347,752737.8048780488
348,346890.243902439
349,673817.0731707317
350,893829.268292683
351,1065656.0975609757
352,1204243.9024390243
353,1442146.3414634147
354,747518.2926829269
355,547987.8048780488
356,464536.5853658537
357,1070121.9512195121
358,891737.8048780488
359,842567.0731707317
360,775215.4471544715
361,647332.3170731707
362,1149347.5609756098
363,1210207.3170731708
364,810817.0731707317
365,573426.8292682926
366,681146.3414634146
367,549371.9512195121
368,1017448.7804878049
369,628896.3414634146
370,1417426.8292682928
371,1759500.0
372,1629036.5853658537
373,1231542.6829268292
374,1516670.731707317
375,1441610.0
376,1733823.1707317072
377,366603.65853658534
378,572506.0975609756
379,923865.9756097561
380,421841.46341463417
381,949750.0
382,814237.8048780488
383,794853.6585365854
384,800670.731707317
385,787591.4634146341
386,1023788.6178861788
387,1686487.8048780488
388,443878.0487804878
389,596493.9024390244
390,782713.4146341464
391,403268.2926829268
392,2043719.512195122
393,1311319.512195122
394,1135445.1341463414
395,1928792.6829268292
396,1521743.9024390243
397,427975.60975609755
398,902585.3658536585
399,797597.5609756098
400,715652.4390243902
401,1880926.8292682928
402,771573.1707317074
403,448402.43902439025
404,718625.6097560975
405,1037280.487804878
406,2100012.1951219514
407,1818817.0731707318
408,670045.731707317
409,577713.4146341464
410,1020310.9756097561
411,1499073.1707317072
412,789926.8292682926
413,1009475.6097560975
414,2117890.2439024393
415,770471.9512195121
416,1289073.1707317072
417,1072756.0975609757
418,987469.512195122
419,864067.0731707317
420,606018.2926829269
421,1428993.9024390243
422,2097469.512195122
423,974804.8780487805
424,1328067.0731707318
425,2108426.8292682925
426,599625.0
427,2246231.7073170734
428,582103.6585365854
429,1058731.7073170731
430,766143.2926829269
431,1310621.9512195121
432,2182829.2682926827
433,1773068.2926829269
434,696515.243902439
435,846370.5853658536
436,1125060.975609756
437,731243.9024390244
438,1019585.3658536585
439,1320621.9512195121
440,658878.0487804879
441,1339231.7073170731
442,558847.5609756098
443,1109628.0487804879
444,317390.243902439
445,1329585.3658536586
446,876239.837398374
447,1365298.780487805
448,1135093.256097561
449,842219.512195122
450,1017457.3170731707
451,833999.8048780488
452,1809024.3902439023
453,1267335.3658536586
454,683091.4634146341
455,740804.8780487805
456,825945.1219512195
457,908432.9390243902
458,1468933.1707317072
459,1422451.219512195
460,914873.1707317074
461,801231.7073170731
462,1113371.9512195121
463,617810.9756097561
464,547591.4634146341
465,686762.231707317
466,570788.6585365854
467,424317.0731707317
468,804439.0243902439
469,2451158.536585366
470,853849.2073170731
471,488103.65853658534
472,976091.4634146341
473,904487.8048780488
474,641777.4390243902
475,1235756.0975609757
476,1951134.1463414633
477,549317.0731707317
478,1733463.4146341463
479,491817.0731707317
480,506737.8048780488
481,736250.0
482,1415632.280487805
483,1308030.487804878
484,480884.15853658534
485,2003402.4390243902
486,633676.8292682926
487,460217.68292682926
488,438945.1219512195
489,900829.268292683
490,1085646.3414634147
491,1304914.6341463414
492,788554.8780487805
493,1130601.280487805
494,647634.1463414634
495,920975.6097560975
496,2572512.1951219514
497,777628.0487804879
498,583823.1707317074
499,1266743.9024390243
500,994762.1951219512
501,513500.0
502,1956067.1951219512
503,459530.5487804878
504,749548.7804878049
505,530506.0975609756
506,686689.0243902439
507,1378506.0975609757
508,610164.6341463415
509,916847.5609756098
510,500000.0
511,1178621.3048780488
512,974085.3658536585
513,661768.2926829269
514,552963.4146341464
515,1159843.9024390243
516,645184.1463414634
517,770335.3658536585
518,2259524.3902439023
519,2593487.8048780486
520,627128.0487804879
521,1172164.6341463414
522,1748378.0487804879
523,896865.8536585366
524,676402.4390243902
525,1270262.1951219512
526,952365.8536585366
527,1553292.6829268292
528,493878.0487804878
529,902463.4146341464
530,3796268.2926829266
531,2002128.0487804879
532,1322353.6585365853
533,908896.3414634146
534,1230807.743902439
535,850640.243902439
536,533921.9512195121
537,953939.0243902439
538,743841.4634146341
539,319024.4024390244
540,1490402.4390243902
541,1253262.1951219512
542,1434048.780487805
543,287286.5853658537
544,1900646.3414634147
545,1469304.8780487804
546,1637433.0487804879
547,778463.4146341464
548,1075091.463414634
549,997927.5
550,600790.243902439
551,1163280.487804878
552,2086768.2926829269
553,838652.4390243902
554,1156329.268292683
555,1563432.9268292682
556,1980054.8780487804
557,688103.6585365854
558,680114.0243902439
559,2677091.463414634
560,502243.9024390244
561,1034292.6829268293
562,1041256.0975609756
563,1426031.1219512196
564,817860.9756097561
565,1135920.731707317
566,593810.9756097561
567,789530.487804878
568,1500597.5609756098
569,1729182.9268292682
570,1138957.3170731708
571,394287.256097561
572,331256.0975609756
573,1359865.8536585367
574,1701890.243902439
575,474841.46341463417
576,726682.9268292683
577,873646.3414634146
578,463737.8048780488
579,2048115.8536585367
580,559609.756097561
581,755810.9756097561
582,1738280.487804878
583,721000.0
584,1260152.4390243902
585,753353.6585365854
586,3061853.6585365855
587,1922981.7073170731
588,1066917.0731707318
589,2145554.8780487804
590,742246.9512195121
591,1333798.780487805
592,962317.0731707317
593,1574865.8536585367
594,560396.3414634146
595,1987134.1463414633
596,539719.512195122
597,876219.512195122
598,1821591.463414634
599,494207.31707317074
600,1126239.024390244
601,1876445.1219512196
602,590862.8048780488
603,728457.3170731707
604,576445.1219512195
605,1505914.6341463414
606,691140.243902439
607,1031597.5609756098
608,1198646.3414634147
609,861719.512195122
610,299768.2926829268
611,493621.9512195122
612,891640.243902439
613,1729034.1463414633
614,903054.8780487805
615,624207.3170731707
616,504609.756097561
617,661175.0
618,1152774.3902439023
619,886567.0731707317
620,322823.1707317073
621,2247548.7804878047
622,385500.0
623,483018.2926829268
624,317414.6341463415
625,1721018.2926829269
626,797884.1463414634
627,1839573.1707317072
628,2873231.7073170734
629,1148573.1707317072
630,957402.4390243902
631,1157347.5609756098
632,1068853.6585365853
633,1002201.2195121951
634,2282829.2682926827
635,916524.3902439025
636,1200396.3414634147
637,396064.0243902439
638,1062974.243902439
639,839585.3658536585
640,1776219.512195122
641,584902.4390243902
642,1196603.6585365853
643,1654063.4146341463
644,909213.4146341464
645,2354695.1219512196
646,542158.5365853659
647,376664.6341463415
648,833097.5609756098
649,573176.8292682926
650,1318762.1951219512
651,894701.2195121951
652,549969.512195122
653,735457.3170731707
654,1239429.268292683
655,531341.4634146341
656,2256097.56097561
657,651804.8780487805
658,795460.3658536585
659,1029853.6585365854
660,1361803.512195122
661,529426.8292682926
662,933323.1707317074
663,999272.5243902439
664,457489.0243902439
665,805024.3902439025
666,434713.4146341463
667,611725.6097560975
668,1314128.0487804879
669,996359.756097561
670,1360134.1463414633
671,647619.512195122
672,1640554.8780487804
673,656792.6829268293
674,682621.9512195121
675,494390.243902439
676,803000.0
677,2021231.7073170731
678,513640.9146341463
679,1099493.9024390243
680,658057.3170731707
681,1099750.0
682,840536.5853658536
683,506012.1951219512
684,554189.0243902439
685,1878164.6341463414
686,823469.512195122
687,1672670.731707317
688,831121.9512195121
689,1111329.268292683
690,1221201.219512195
691,2423030.487804878
692,665567.0731707317
693,847070.1219512195
694,827356.7073170731
695,633676.8292682926
696,470000.0
697,1191701.219512195
698,712060.9634146341
699,3650609.7560975607
700,699185.9756097561
701,903015.8536585366
702,2207725.6097560977
703,926012.1951219512
704,2072121.9512195121
705,753804.8780487805
706,1202963.4146341463
707,731437.8048780488
708,1164920.731707317
709,1799853.6585365853
710,487719.51219512196
711,1010463.4146341464
712,1134366.9268292682
713,1075140.243902439
714,914408.5365853659
715,958130.487804878
716,577344.8292682926
717,2118750.0
718,659347.5609756098
719,568158.5365853659
720,973945.1219512195
721,1115652.4390243902
722,2636118.2926829266
723,737219.512195122
724,780621.9512195121
725,622926.8292682926
726,879024.3902439025
727,1232051.219512195
728,1286463.4146341463
729,1608445.1219512196
730,915371.9512195121
731,1065439.024390244
732,1682067.0731707318
733,1237981.7073170731
734,310243.9024390244
735,802786.5853658536
736,888689.0243902439
737,1246041.3170731708
738,645841.4634146341
739,1831585.3658536586
740,1016634.1463414634
741,588237.8048780488
742,541810.9756097561
743,1847060.975609756
744,1127695.1219512196
745,1161597.5609756098
746,2376024.3902439023
747,847201.2195121951
748,708341.4634146341
749,1319701.219512195
750,1513445.1219512196
751,970329.268292683
752,1228176.8292682928
753,1154817.0731707318
754,918365.8536585366
755,1224963.4146341463
756,984963.4146341464
757,495957.31707317074
758,626048.7804878049
759,861628.0487804879
760,1834902.4390243902
761,1052518.2926829269
762,924036.5853658536
763,757817.0731707317
764,460024.39024390245
765,563347.5609756098
766,1683469.512195122
767,2194451.2195121953
768,546625.0
769,709475.6341463415
770,376981.7073170732
771,793493.9024390244
772,641890.3414634146
773,1224664.6341463414
774,1433048.780487805
775,836695.1219512195
776,896993.9024390244
777,1398652.4390243902
778,1056664.6341463414
779,1632835.3658536586
780,912486.5853658536
781,515871.9512195122
782,1839250.1219512196
783,967092.1341463415
784,669209.756097561
785,767853.6585365854
786,2056780.487804878
787,1261704.268292683
788,915762.1951219512
789,472750.0
790,919195.1219512195
791,771237.8048780488
792,1587932.9268292682
793,903805.5487804879
794,1752621.9512195121
795,911689.0243902439
796,864841.4634146341
797,779890.243902439
798,919496.3414634146
799,504272.48780487804
800,1818896.3414634147
801,1200317.0731707318
802,2731109.7560975607
803,2487701.2195121953
804,668670.731707317
805,657756.0975609756
806,439935.9756097561
807,955810.9756097561
808,568996.9512195121
809,1314768.2926829269
810,1158853.6585365853
811,1392969.512195122
812,529164.6341463415
813,611695.1219512195
814,1573384.1463414633
815,1010384.1463414634
816,949457.3170731707
817,792012.1951219512
818,791536.5853658536
819,1128276.756097561
820,1337030.487804878
821,1070396.3414634147
822,1436731.7073170731
823,413756.0975609756
824,1569951.219512195
825,1640329.268292683
826,892189.0243902439
827,729164.6341463415
828,1108262.1951219512
829,1616317.0731707318
830,835875.0
831,925426.8292682926
832,549243.9024390244
833,1039682.9268292683
834,1844743.9024390243
835,580128.0487804879
836,492163.26829268294
837,1143646.3414634147
838,1266115.8536585367
839,1027865.8536585366
840,817390.243902439
841,1296270.731707317
842,2231121.951219512
843,375575.60975609755
844,1187048.780487805
845,1085731.7073170731
846,688207.3170731707
847,741939.0243902439
848,1047817.0731707317
849,1334609.756097561
850,2904512.1951219514
851,1332378.0487804879
852,539582.3170731707
853,737962.1951219512
854,818957.3170731707
855,1305396.3414634147
856,735987.8048780488
857,1570601.987804878
858,680170.731707317
859,477243.9024390244
860,2687987.8048780486
861,2191500.0
862,2049000.0
863,980164.6341463415
864,1397347.5609756098
865,578798.7804878049
866,1047908.5487804879
867,1206880.487804878
868,2203103.6585365855
869,699000.0
870,2221951.2195121953
871,921719.512195122
872,1049115.9512195121
873,643548.8780487805
874,1341365.8536585367
875,906762.1951219512
876,984128.0487804879
877,647481.7073170731
878,650817.0731707317
879,866063.4146341464
880,461310.9756097561
881,1084229.268292683
882,869719.512195122
883,367341.46341463417
884,777543.9024390244
885,638704.268292683
886,1768060.975609756
887,697884.1585365854
888,1066658.536585366
889,2584288.5853658537
890,692219.512195122
891,759344.512195122
892,1166689.024390244
893,432664.6341463415
894,566352.1341463415
895,920414.6341463415
896,837329.268292683
897,1179853.6585365853
898,1004865.8536585366
899,970923.1707317074
900,1250243.9024390243
901,754592.6829268293
902,1554231.7073170731
903,734140.231707317
904,1010286.5853658536
905,694615.8536585366
906,890408.5365853659
907,506637.2073170732
908,1298432.9268292682
909,499841.46341463417
910,677920.731707317
911,1652987.8048780488
912,790463.4146341464
913,1172457.9512195121
914,1047847.5609756098
915,1292638.3780487804
916,580327.8048780488
917,529256.0975609756
918,947470.1829268293
919,747664.6341463415
920,393243.9024390244
921,1301142.6829268292
922,1163719.512195122
923,657006.0975609756
924,1237676.8292682928
925,1544210.6829268292
926,770963.4146341464
927,888896.3414634146
928,1487182.9268292682
929,734162.8048780488
930,1863750.0
931,749042.6829268293
932,639347.5609756098
933,1344750.0
934,705128.0487804879
935,1190286.5853658537
936,704567.0731707317
937,1911926.8292682928
938,1060268.2926829269
939,350231.7073170732
940,872201.2195121951
941,2117878.048780488
942,970731.7073170731
943,987079.268292683
944,1663668.2926829269
945,1028579.268292683
946,969268.2926829269
947,1755378.0487804879
948,1160768.2926829269
949,989780.487804878
950,1452048.780487805
951,659250.0
952,372164.6341463415
953,1429439.024390244
954,1554170.731707317
955,835890.243902439
956,795591.4634146341
957,1066329.268292683
958,708625.0
959,2282186.487804878
960,622190.243902439
961,766109.756097561
962,562993.9024390244
963,780115.8536585366
964,485579.26829268294
965,523835.3658536585
966,767536.5853658536
967,730317.0731707317
968,1066750.0
969,812774.3902439025
970,468128.0487804878
971,2108768.2926829266
972,1035012.1951219512
973,596716.4634146341
974,668006.0975609756
975,1475743.9024390243
976,782628.0487804879
977,901304.8780487805
978,768170.731707317
979,920634.1463414634
980,1423640.243902439
981,900932.9268292683
982,1264878.0487804879
983,1201340.0975609757
984,707451.2195121951
985,1195262.1951219512
986,1212006.0975609757
987,1178689.024390244
988,955548.7804878049
989,588756.0975609756
990,977225.6097560975
991,447225.60975609755
992,1079445.1219512196
993,909073.1707317074
994,788914.6341463415
995,778250.0
996,809054.8780487805
997,2102506.0975609757
998,1412774.3902439023
999,1178756.0975609757
1000,880134.1463414634
1001,709750.0
1002,773801.8292682926
1003,1045932.9268292683
1004,491673.7804878049
1005,3437750.6341463416
1006,830524.3902439025
1007,394926.8292682927
1008,971341.4634146341
1009,1068237.8048780488
1010,469103.65853658534
1011,840158.5365853659
1012,484545.73170731706
1013,1774170.731707317
1014,1376365.8536585367
1015,704914.6341463415
1016,493524.39024390245
1017,574564.0243902439
1018,770859.756097561
1019,1371353.6585365853
1020,1692463.4146341463
1021,329774.39024390245
1022,555573.1707317074
1023,798881.0975609756
1024,318195.1219512195
1025,2036439.024390244
1026,806445.1219512195
1027,356128.0487804878
1028,739506.0975609756
1029,1477077.9024390243
1030,460567.0731707317
1031,2127004.8780487804
1032,705164.6341463415
1033,1513640.243902439
1034,967012.1951219512
1035,900156.0975609756
1036,1764030.487804878
1037,1621975.6097560977
1038,733134.1463414634
1039,2126963.4146341463
1040,1469573.1707317072
1041,949085.3658536585
1042,688838.4146341464
1043,377524.39024390245
1044,590615.243902439
1045,1224463.4146341463
1046,982707.3170731707
1047,488243.9024390244
1048,943634.1463414634
1049,2162628.048780488
1050,368768.2926829268
1051,627713.4146341464
1052,444158.53658536583
1053,1182125.6097560977
1054,1206121.9512195121
1055,810493.9024390244
1056,645170.731707317
1057,879634.1463414634
1058,1084189.024390244
1059,2194475.6097560977
1060,2047835.3658536586
1061,746243.9024390244
1062,488618.9024390244
1063,684231.7073170731
1064,642048.7804878049
1065,1038951.2195121951
1066,554256.0975609756
1067,1310210.975609756
1068,1507109.756097561
1069,1776743.9024390243
1070,836109.756097561
1071,496640.243902439
1072,897776.8292682926
1073,609097.5609756098
1074,984908.5365853659
1075,1718237.8048780488
1076,1409390.243902439
1077,1053012.1951219512
1078,1459280.487804878
1079,656332.3170731707
1080,962664.6219512195
1081,1423195.1219512196
1082,3174512.1951219514
1083,1076713.4146341463
1084,652426.8292682926
1085,773250.0
1086,533073.1707317074
1087,3866682.926829268
1088,1309286.5853658537
1089,561469.512195122
1090,1590512.1951219512
1091,513524.39024390245
1092,1196201.219512195
1093,1008737.8048780488
1094,854493.9024390244
1095,1471219.512195122
1096,829609.756097561
1097,808969.512195122
1098,1451541.463414634
1099,621042.6829268293
1100,823567.0731707317
1101,1608329.268292683
1102,537329.268292683
1103,686146.3414634146
1104,923365.8536585366
1105,1087707.3170731708
1106,1058634.1463414633
1107,1222853.6585365853
1108,494743.9024390244
1109,905975.6097560975
1110,1767048.780487805
1111,972170.731707317
1112,570762.1951219512
1113,899792.6829268293
1114,602780.487804878
1115,2008292.6829268292
1116,1129347.5609756098
1117,637378.3414634146
1118,1562012.1951219512
1119,1337121.9512195121
1120,1917402.4390243902
1121,728439.0243902439
1122,593878.0487804879
1123,1256975.6097560977
1124,729804.8780487805
1125,1235178.0487804879
1126,1430969.756097561
1127,910701.2195121951
1128,1891518.2926829269
1129,632758.5365853659
1130,1061841.463414634
1131,629737.8048780488
1132,1160622.0487804879
1133,2965341.463414634
1134,988414.6341463415
1135,2033439.024390244
1136,718231.7073170731
1137,1495634.1463414633
1138,2025890.243902439
1139,826817.0731707317
1140,1506585.3658536586
1141,452012.1951219512
1142,533079.268292683
1143,1073335.3658536586
1144,638554.8780487805
1145,1156376.6829268292
1146,597835.3658536585
1147,577025.9146341464
1148,631826.8292682926
1149,764298.7804878049
1150,769670.731707317
1151,1261590.243902439
1152,1162853.6585365853
1153,1027365.9512195121
1154,2694628.048780488
1155,1045335.3658536585
1156,620746.9512195121
1157,370493.9024390244
1158,2625646.3414634145
1159,994918.2926829269
1160,955847.5609756098
1161,529903.7804878049
1162,2163371.951219512
1163,865609.756097561
1164,1102121.9512195121
1165,868390.243902439
1166,819768.3048780488
1167,871965.8536585366
1168,869932.9268292683
1169,1054725.6097560977
1170,817414.6341463415
1171,806896.3414634146
1172,1367556.0975609757
1173,947262.1951219512
1174,814865.8536585366
1175,726170.731707317
1176,1032128.0487804879
1177,895884.1463414634
1178,1488902.4390243902
1179,765579.268292683
1180,795786.5853658536
1181,569310.9756097561
1182,1148329.268292683
1183,1346097.5609756098
1184,1506803.512195122
1185,810410.3658536585
1186,1462128.2926829269
1187,779473.1707317074
1188,779902.4390243902
1189,621323.1707317074
1190,870497.5609756098
1191,571414.6341463415
1192,542987.8048780488
1193,633506.0975609756
1194,2243256.0975609757
1195,1375756.0975609757
1196,1653652.4390243902
1197,871426.8292682926
1198,1727481.7073170731
1199,1078374.3902439023
1200,1071945.1219512196
1201,749676.8170731707
1202,2096853.6585365853
1203,1216207.3170731708
1204,590698.1707317074
1205,1077243.9024390243
1206,772689.0243902439
1207,763390.243902439
1208,705615.8658536585
1209,587804.8780487805
1210,1719195.1219512196
1211,766189.0365853659
1212,1059670.731707317
1213,653414.6341463415
1214,654134.1463414634
1215,1683232.9268292682
1216,1321652.4390243902
1217,1026743.9024390244
1218,1402774.3902439023
1219,808603.6585365854
1220,333524.39024390245
1221,635689.0243902439
1222,2264073.1707317075
1223,696351.2195121951
1224,1255689.024390244
1225,655871.9512195121
1226,761945.1219512195
1227,823896.3414634146
1228,1715335.3658536586
1229,506443.2195121951
1230,1422548.780487805
1231,630832.9268292683
1232,954862.1951219512
1233,1142987.8048780488
1234,1437709.756097561
1235,650000.0
1236,464679.26829268294
1237,1523981.7073170731
1238,486835.3658536585
1239,1483386.512195122
1240,875786.5853658536
1241,623975.6097560975
1242,990250.1341463415
1243,537237.8048780488
1244,665189.0243902439
1245,818908.5365853659
1246,2028048.780487805
1247,1319459.1097560977
1248,963646.3414634146
1249,2340695.1219512196
1250,759685.9756097561
1251,1451091.463414634
1252,727085.3658536585
1253,493475.60975609755
1254,768195.1219512195
1255,1397787.8048780488
1256,411755.756097561
1257,1991890.243902439
1258,749567.0975609756
1259,359256.0975609756
1260,700195.1585365854
1261,958323.1707317074
1262,1452030.487804878
1263,1096798.780487805
1264,550963.4146341464
1265,3031512.1951219514
1266,1583579.268292683
1267,798756.0853658536
1268,562513.4146341464
1269,638304.8780487805
1270,727689.0243902439
1271,643034.1463414634
1272,1295782.9268292682
1273,1475487.8048780488
1274,700353.6585365854
1275,636213.4146341464
1276,3703209.951219512
1277,992487.8048780488
1278,1110152.4390243902
1279,1710134.1463414633
1280,945634.1463414634
1281,1897079.268292683
1282,968630.487804878
1283,2133932.926829268
1284,707652.4390243902
1285,2017829.268292683
1286,1093079.268292683
1287,717952.4390243902
1288,1389358.3902439023
1289,1146176.8292682928
1290,1255713.4146341463
1291,1396902.4390243902
1292,568237.8048780488
1293,1040237.8048780488
1294,731542.6341463415
1295,866573.1707317074
1296,322146.34146341466
1297,1197680.487804878
1298,650689.0243902439
1299,965439.0243902439
1300,436439.0243902439
1301,1315000.0
1302,1957131.7073170731
1303,1033676.8292682926
1304,2682134.1463414636
1305,867201.2195121951
1306,2057646.3414634147
1307,626567.0731707317
1308,853262.1951219512
1309,630225.6097560975
1310,1221701.219512195
1311,1093750.0
1312,2123237.8048780486
1313,1543189.024390244
1314,1034481.7073170731
1315,565972.5609756098
1316,783609.756097561
1317,665792.6829268293
1318,667140.243902439
1319,527286.5853658536
1320,695518.2926829269
1321,867036.5853658536
1322,329871.9512195122
1323,751853.6585365854
1324,1023542.6829268293
1325,784512.1951219512
1326,557607.3170731707
1327,1380292.6829268292
1328,1884737.8048780488
1329,1807945.1219512196
1330,1309115.9512195121
1331,706100.6097560975
1332,1915621.9512195121
1333,916073.1707317074
1334,573975.6097560975
1335,1286865.8536585367
1336,868682.9268292683
1337,1269969.512195122
1338,1606384.1463414633
1339,1678792.6829268292
1340,681976.8292682926
1341,525621.9512195121
1342,526144.4390243902
